,sentence1,label1,sentence2,label2,dist,match,sub
4418,Kim must baked a cake.,0,Kim must will bake a cake.,0,0.875,1,1
4419,Kim must will bake a cake.,0,There may exist a man in the park.,1,0.4,0,1
4420,There may exist a man in the park.,1,It may exist a man in the park.,0,0.8923076923076922,0,1
4421,It may exist a man in the park.,0,It is vital that we will study everyday.,0,0.45070422535211263,1,1
4422,It is vital that we will study everyday.,0,He is a fool.,1,0.30188679245283023,0,1
4423,He is a fool.,1,He has a car.,1,0.6153846153846154,1,1
4424,He has a car.,1,John is running to the car.,1,0.4,1,1
4425,John is running to the car.,1,Was the child in the school?,1,0.4363636363636364,1,1
4426,Was the child in the school?,1,Was the child running to the car?,1,0.7540983606557377,1,1
4427,Was the child running to the car?,1,Was the child found?,1,0.6415094339622642,1,1
4428,Was the child found?,1,The child never became crazy.,1,0.40816326530612246,1,1
4429,The child never became crazy.,1,The child was never crazy.,1,0.8,1,1
4430,The child was never crazy.,1,The child was never running to the car.,1,0.7076923076923076,1,1
4431,The child was never running to the car.,1,The child was never deceived.,1,0.6764705882352942,1,1
4432,The child was never deceived.,1,John is happy about the outcome.,1,0.360655737704918,1,1
4433,John is happy about the outcome.,1,John was seeing his children.,1,0.42622950819672134,1,1
4434,John was seeing his children.,1,The children are seen in the yard.,1,0.47619047619047616,1,1
4435,The children are seen in the yard.,1,John has not sung a song.,1,0.3728813559322034,1,1
4436,John has not sung a song.,1,Has John sung a song?,1,0.6956521739130435,1,1
4437,Has John sung a song?,1,John hasn't been singing a song.,1,0.5660377358490566,1,1
4438,John hasn't been singing a song.,1,John has sung a song and Mary has too.,1,0.6,1,1
4439,John has sung a song and Mary has too.,1,John can have danced.,1,0.47457627118644063,1,1
4440,John can have danced.,1,John can be dancing.,1,0.7804878048780488,1,1
4441,John can be dancing.,1,He has seen his children.,1,0.4,1,1
4442,He has seen his children.,1,He will have been seeing his children.,1,0.7619047619047619,1,1
4443,He will have been seeing his children.,1,Americans have paying income tax ever since 1913.,0,0.3908045977011494,0,1
4444,Americans have paying income tax ever since 1913.,0,George has went to America.,0,0.39473684210526316,1,1
4445,George has went to America.,0,is out since the following is finite.,1,0.34375,0,1
4446,is out since the following is finite.,1,You are a student.,1,0.36363636363636365,1,1
4447,You are a student.,1,You have not enough money.,1,0.5,1,1
4448,You have not enough money.,1,Have you enough money?,1,0.75,1,1
4449,Have you enough money?,1,John does not like this town.,1,0.3529411764705882,1,1
4450,John does not like this town.,1,In no other circumstances does that distinction matter.,1,0.4285714285714286,1,1
4451,In no other circumstances does that distinction matter.,1,They didn't leave any food.,1,0.29268292682926833,1,1
4452,They didn't leave any food.,1,They expected us to do leave him.,0,0.5,0,1
4453,They expected us to do leave him.,0,They expected us to should leave him.,0,0.9142857142857143,1,1
4454,They expected us to should leave him.,0,I found myself doing need sleep.,0,0.37681159420289856,1,1
4455,I found myself doing need sleep.,0,He does be leaving.,0,0.3921568627450981,1,1
4456,He does be leaving.,0,He does have been eating.,0,0.7727272727272727,1,1
4457,He does have been eating.,0,They will do come.,0,0.32558139534883723,1,1
4458,They will do come.,0,John did leave.,1,0.4242424242424242,0,1
4459,John did leave.,1,Did John find the solution?,1,0.4285714285714286,1,1
4460,Did John find the solution?,1,How long did it last?,1,0.5,1,1
4461,How long did it last?,1,John may leave.,1,0.33333333333333337,1,1
4462,John may leave.,1,It may rain.,1,0.5185185185185186,1,1
4463,It may rain.,1,John may rain.,0,0.7692307692307692,0,1
4464,John may rain.,0,John did not leave.,1,0.48484848484848486,0,1
4465,John did not leave.,1,John did not rain.,0,0.8108108108108107,0,1
4466,John did not rain.,0,He might have left.,1,0.32432432432432434,0,1
4467,He might have left.,1,He might do leave.,0,0.7027027027027026,0,1
4468,He might do leave.,0,He does can leave here.,0,0.5853658536585367,1,1
4469,He does can leave here.,0,He does may leave here.,0,0.9130434782608696,1,1
4470,He does may leave here.,0,Jim does have supported the theory.,0,0.5172413793103448,1,1
4471,Jim does have supported the theory.,0,The proposal did be endorsed by Clinton.,0,0.4,1,1
4472,The proposal did be endorsed by Clinton.,0,I do not have sung.,0,0.30508474576271183,1,1
4473,I do not have sung.,0,I do not be happy.,0,0.6486486486486487,1,1
4474,I do not be happy.,0,Do be honest!,1,0.3870967741935484,0,1
4475,Do be honest!,1,Don't be silly!,1,0.5714285714285714,1,1
4476,Don't be silly!,1,John believed Kim to do not leave here.,0,0.2962962962962963,0,1
4477,John believed Kim to do not leave here.,0,John believes Kim not to leave here.,1,0.8533333333333333,0,1
4478,John believes Kim not to leave here.,1,John believed Kim to leaving here.,0,0.8571428571428572,0,1
4479,John believed Kim to leaving here.,0,John did not leaving here.,0,0.7666666666666666,1,1
4480,John did not leaving here.,0,John expect to must leave.,0,0.5769230769230769,1,1
4481,John expect to must leave.,0,John did not may leave.,0,0.653061224489796,1,1
4482,John did not may leave.,0,"Tom wanted to go home, but Peter didn't want to.",1,0.3380281690140845,0,1
4483,"Tom wanted to go home, but Peter didn't want to.",1,Lee voted for Bill because his father told him to.,1,0.4285714285714286,1,1
4484,Lee voted for Bill because his father told him to.,1,Kim regrets not having seen the movie.,1,0.40909090909090906,1,1
4485,Kim regrets not having seen the movie.,1,Kim regrets never having seen the movie.,1,0.9230769230769231,1,1
4486,Kim regrets never having seen the movie.,1,We asked him not to try to call us again.,1,0.345679012345679,1,1
4487,We asked him not to try to call us again.,1,We asked him never to try to call us again.,1,0.9285714285714286,1,1
4488,We asked him never to try to call us again.,1,Duty made them not miss the weekly meetings.,1,0.4137931034482759,1,1
4489,Duty made them not miss the weekly meetings.,1,Duty made them never miss the weekly meetings.,1,0.9333333333333333,1,1
4490,Duty made them never miss the weekly meetings.,1,Not speaking English is a disadvantage.,1,0.3294117647058824,1,1
4491,Not speaking English is a disadvantage.,1,Speaking not English is a disadvantage.,0,0.8717948717948718,0,1
4492,Speaking not English is a disadvantage.,0,Lee likes not Kim.,0,0.3157894736842105,1,1
4493,Lee likes not Kim.,0,Lee is believed not to like Kim.,1,0.64,0,1
4494,Lee is believed not to like Kim.,1,Lee is believed to not like Kim.,1,0.90625,1,0
4495,Lee is believed to not like Kim.,1,Lee is believed to like not Kim.,0,0.875,0,0
4496,Lee is believed to like not Kim.,0,The president could not approve the bill.,1,0.410958904109589,0,1
4497,The president could not approve the bill.,1,It would be possible for the president not to approve the bill.,1,0.6538461538461539,1,1
4498,It would be possible for the president not to approve the bill.,1,It would not be possible for the president to approve the bill.,1,0.9365079365079365,1,0
4499,It would not be possible for the president to approve the bill.,1,Lee not left.,0,0.26315789473684215,0,1
4500,Lee not left.,0,Lee will never leave.,1,0.5294117647058824,0,1
4501,Lee will never leave.,1,Lee will not leave.,1,0.85,1,1
4502,Lee will not leave.,1,John could not leave the town.,1,0.5306122448979591,1,1
4503,John could not leave the town.,1,John not left the town.,0,0.7924528301886793,0,1
4504,John not left the town.,0,John not could leave the town.,0,0.7924528301886793,1,1
4505,John not could leave the town.,0,"Mary sang a song, but Lee never did.",1,0.36363636363636365,0,1
4506,"Mary sang a song, but Lee never did.",1,"Mary sang a song, but Lee did never.",0,0.8888888888888888,0,0
4507,"Mary sang a song, but Lee did never.",0,"Mary sang a song, but Lee did not.",1,0.9142857142857143,0,1
4508,"Mary sang a song, but Lee did not.",1,"The president could not approve the bill, couldn't he?",1,0.34090909090909094,1,1
4509,"The president could not approve the bill, couldn't he?",1,"The president could not approve the bill, could he?",0,0.9714285714285714,0,0
4510,"The president could not approve the bill, could he?",0,Are you studying English syntax?,1,0.28915662650602414,0,1
4511,Are you studying English syntax?,1,What are you studying nowadays?,1,0.6031746031746033,1,1
4512,What are you studying nowadays?,1,I shall go downtown.,1,0.3529411764705882,1,1
4513,I shall go downtown.,1,Shall I go downtown?,1,0.8,1,1
4514,Shall I go downtown?,1,May she live forever!,1,0.24390243902439024,1,1
4515,May she live forever!,1,Was I that stupid?,1,0.2564102564102564,1,1
4516,Was I that stupid?,1,Don't you even touch that!,1,0.2727272727272727,1,1
4517,Don't you even touch that!,1,You better not drink.,1,0.34042553191489366,1,1
4518,You better not drink.,1,"You can do it, but you better not.",1,0.5454545454545454,1,1
4519,"You can do it, but you better not.",1,Better you not drink.,0,0.4,0,1
4520,Better you not drink.,0,They'd leave soon.,1,0.3589743589743589,0,1
4521,They'd leave soon.,1,They wouldn't leave soon.,1,0.7906976744186046,1,1
4522,They wouldn't leave soon.,1,They shouldn't leave soon.,1,0.9411764705882353,1,1
4523,They shouldn't leave soon.,1,"They can do it, can't they?",1,0.41509433962264153,1,1
4524,"They can do it, can't they?",1,"They can't do it, can they?",1,0.9259259259259259,1,0
4525,"They can't do it, can they?",1,"They can't do it, can't they?",0,0.9642857142857143,0,0
4526,"They can't do it, can't they?",0,"They can't do it, can he?",0,0.9259259259259259,1,1
4527,"They can't do it, can he?",0,"Kim can dance, and Sandy can, too.",1,0.4067796610169492,0,1
4528,"Kim can dance, and Sandy can, too.",1,"Kim has danced, and Sandy has, too.",1,0.8695652173913043,1,1
4529,"Kim has danced, and Sandy has, too.",1,"Kim was dancing, and Sandy was, too.",1,0.8732394366197183,1,1
4530,"Kim was dancing, and Sandy was, too.",1,"Kim considered joining the navy, but I never considered.",0,0.4130434782608695,0,1
4531,"Kim considered joining the navy, but I never considered.",0,"Kim wanted to go and Sandy wanted, too.",0,0.42105263157894735,1,1
4532,"Kim wanted to go and Sandy wanted, too.",0,Kim is happy and Sandy is too.,1,0.6086956521739131,0,1
4533,Kim is happy and Sandy is too.,1,"When Kim was in China, I was too.",1,0.5396825396825398,1,1
4534,"When Kim was in China, I was too.",1,Have you anything to share with the group?,1,0.3733333333333333,1,1
4535,Have you anything to share with the group?,1,Have you brought anything to share with the group?,1,0.9130434782608696,1,0
4536,Have you brought anything to share with the group?,1,"Sandy must have been, too.",1,0.3421052631578947,1,1
4537,"Sandy must have been, too.",1,"Sandy must have, too.",1,0.8936170212765957,1,1
4538,"Sandy must have, too.",1,"Sandy must, too.",1,0.8648648648648649,1,1
4539,"Sandy must, too.",1,"Because John persuaded Sally to, he didn't have to talk to the reporters.",1,0.2696629213483146,1,1
4540,"Because John persuaded Sally to, he didn't have to talk to the reporters.",1,"Mary sang a song, but Lee could never.",0,0.3783783783783784,0,1
4541,"Mary sang a song, but Lee could never.",0,"Mary sang a song, but Lee could not.",1,0.9189189189189189,0,1
4542,"Mary sang a song, but Lee could not.",1,John got sent to prison.,1,0.3666666666666667,1,1
4543,John got sent to prison.,1,He ought to leave his luggage here.,1,0.3389830508474576,1,1
4544,He ought to leave his luggage here.,1,He dared not argue against his parents.,1,0.45945945945945943,1,1
4545,He dared not argue against his parents.,1,He used to go there very often.,1,0.48571428571428577,1,1
4546,He used to go there very often.,1,The gardener must trim the rose bushes today.,1,0.4473684210526315,1,1
4547,The gardener must trim the rose bushes today.,1,This should be the beginning of a beautiful friendship.,1,0.33999999999999997,1,1
4548,This should be the beginning of a beautiful friendship.,1,I am removing the shovel from the shed.,1,0.3829787234042553,1,1
4549,I am removing the shovel from the shed.,1,The travelers have returned from their vacation.,1,0.4367816091954023,1,1
4550,The travelers have returned from their vacation.,1,Springfield would have built a police station with the federal grant.,1,0.37606837606837606,1,1
4551,Springfield would have built a police station with the federal grant.,1,Sharks could have been cruising near the beach.,1,0.48275862068965514,1,1
4552,Sharks could have been cruising near the beach.,1,She seem to have given financial assistance to an important French art dealer.,1,0.46399999999999997,1,1
4553,She seem to have given financial assistance to an important French art dealer.,1,Ann may spending her vacation in Italy.,0,0.37606837606837606,0,1
4554,Ann may spending her vacation in Italy.,0,Ann may spends her vacation in Italy.,0,0.9473684210526316,1,1
4555,Ann may spends her vacation in Italy.,0,Ann may spent her vacation in Italy.,0,0.9589041095890412,1,1
4556,Ann may spent her vacation in Italy.,0,It has rained every day for the last week.,1,0.3589743589743589,0,1
4557,It has rained every day for the last week.,1,It has raining every day for the last week.,0,0.9411764705882353,0,1
4558,It has raining every day for the last week.,0,It has rains every day for the last week.,0,0.9523809523809523,1,1
4559,It has rains every day for the last week.,0,It has rain every day for the last week.,0,0.9876543209876543,1,1
4560,It has rain every day for the last week.,0,Tagalog is spoken in the Philippines.,1,0.36363636363636365,0,1
4561,Tagalog is spoken in the Philippines.,1,Tagalog is speak in the Philippines.,0,0.9315068493150684,0,1
4562,Tagalog is speak in the Philippines.,0,Tagalog is speaks in the Philippines.,0,0.9863013698630136,1,1
4563,Tagalog is speaks in the Philippines.,0,Tagalog is spoke in the Philippines.,0,0.9315068493150684,1,1
4564,Tagalog is spoke in the Philippines.,0,The roof is leaking.,1,0.3571428571428571,0,1
4565,The roof is leaking.,1,The roof is leaked.,0,0.8717948717948718,0,1
4566,The roof is leaked.,0,The roof is leaks.,0,0.9189189189189189,1,1
4567,The roof is leaks.,0,George is having lived in Toledo for thirty years.,0,0.38235294117647056,1,1
4568,George is having lived in Toledo for thirty years.,0,The house is been remodeling.,0,0.35443037974683544,1,1
4569,The house is been remodeling.,0,A medal was been given to the mayor by the sewer commissioner.,0,0.37362637362637363,1,1
4570,A medal was been given to the mayor by the sewer commissioner.,0,Does John have gone to the library?,0,0.3917525773195877,1,1
4571,Does John have gone to the library?,0,"John seems fond of ice cream, and Bill seems, too.",0,0.3764705882352941,1,1
4572,"John seems fond of ice cream, and Bill seems, too.",0,Sam may have been being interrogated by the FBI.,1,0.34693877551020413,0,1
4573,Sam may have been being interrogated by the FBI.,1,Sam may have been being interrogating by the FBI.,0,0.9484536082474226,0,1
4574,Sam may have been being interrogating by the FBI.,0,Sam may be had been interrogating by the FBI.,0,0.8723404255319149,1,1
4575,Sam may be had been interrogating by the FBI.,0,Have social problems made police work difficult?,1,0.34408602150537637,0,1
4576,Have social problems made police work difficult?,1,The senator should not have forgotten the concerns of her constituents.,1,0.3697478991596639,1,1
4577,The senator should not have forgotten the concerns of her constituents.,1,Tokyo has not loosened trade restrictions.,1,0.4601769911504425,1,1
4578,Tokyo has not loosened trade restrictions.,1,Did the doctor prescribe aspirin?,1,0.4,1,1
4579,Did the doctor prescribe aspirin?,1,"Sandy will read your reports, but Harold will not.",1,0.3855421686746988,1,1
4580,"Sandy will read your reports, but Harold will not.",1,He can hardly believe that it's already over.,1,0.3789473684210526,1,1
4581,He can hardly believe that it's already over.,1,I could have little known that more trouble was just around the corner.,1,0.4482758620689655,1,1
4582,I could have little known that more trouble was just around the corner.,1,I have never been spoken to so rudely!,1,0.42201834862385323,1,1
4583,I have never been spoken to so rudely!,1,Hardly was there any rain falling.,1,0.3055555555555556,1,1
4584,Hardly was there any rain falling.,1,Little did I know that more trouble was just around the corner.,1,0.35051546391752575,1,1
4585,Little did I know that more trouble was just around the corner.,1,Never have I been spoken to so rudely!,1,0.37623762376237624,1,1
4586,Never have I been spoken to so rudely!,1,"He had hardly collected the papers on his desk, had he?",1,0.3870967741935484,1,1
4587,"He had hardly collected the papers on his desk, had he?",1,"He had hardly collected the papers on his desk, hadn't he?",0,0.9734513274336283,0,0
4588,"He had hardly collected the papers on his desk, hadn't he?",0,"He never achieved anything, did he?",1,0.4516129032258065,0,1
4589,"He never achieved anything, did he?",1,"He never achieved anything, didn't he?",0,0.9589041095890412,0,1
4590,"He never achieved anything, didn't he?",0,"As a statesman, he scarcely could do anything worth mentioning.",1,0.4158415841584159,0,1
4591,"As a statesman, he scarcely could do anything worth mentioning.",1,"As a statesman, scarcely he could do anything worth mentioning.",0,0.9523809523809523,0,0
4592,"As a statesman, scarcely he could do anything worth mentioning.",0,Any zebras can't fly.,0,0.2857142857142857,1,1
4593,Any zebras can't fly.,0,Anything hasn't happened to his optimism.,0,0.3870967741935484,1,1
4594,Anything hasn't happened to his optimism.,0,Any of the citizens hardly ever say anything.,0,0.4418604651162791,1,1
4595,Any of the citizens hardly ever say anything.,0,I didn't find any bugs in my bed.,1,0.3589743589743589,0,1
4596,I didn't find any bugs in my bed.,1,Nobody told them anything.,1,0.3389830508474576,1,1
4597,Nobody told them anything.,1,Never have I stolen from any members of your family.,1,0.33333333333333337,1,1
4598,Never have I stolen from any members of your family.,1,Why haven't any books been returned?,1,0.38636363636363635,1,1
4599,Why haven't any books been returned?,1,Hardly any of the citizens ever say anything.,1,0.37037037037037035,1,1
4600,Hardly any of the citizens ever say anything.,1,These lines were written by one of Korea's most famous poets.,1,0.339622641509434,1,1
4601,These lines were written by one of Korea's most famous poets.,1,The unidentified victim was apparently struck during the early morning hours.,1,0.4057971014492754,1,1
4602,The unidentified victim was apparently struck during the early morning hours.,1,Targets can be observed at any angle.,1,0.368421052631579,1,1
4603,Targets can be observed at any angle.,1,"During the early evening, Saturn can be found in the north, while Jupiter rises in the east.",1,0.3565891472868217,1,1
4604,"During the early evening, Saturn can be found in the north, while Jupiter rises in the east.",1,I poured 20 liters of acid into the beaker.,1,0.37037037037037035,1,1
4605,I poured 20 liters of acid into the beaker.,1,About 20 liters of acid was poured into the beaker.,1,0.7872340425531915,1,1
4606,About 20 liters of acid was poured into the beaker.,1,The executive committee approved the new policy.,1,0.4040404040404041,1,1
4607,The executive committee approved the new policy.,1,The new policy was approved by the executive committee.,1,0.5242718446601942,1,0
4608,The new policy was approved by the executive committee.,1,John has taken Bill to the library.,1,0.37777777777777777,1,1
4609,John has taken Bill to the library.,1,John has chosen Bill for the position.,1,0.6849315068493151,1,1
4610,John has chosen Bill for the position.,1,John has taken to the library.,0,0.5882352941176471,0,1
4611,John has taken to the library.,0,John has chosen for the position.,0,0.6349206349206349,1,1
4612,John has chosen for the position.,0,The guide has been taken John to the library.,0,0.4358974358974359,1,1
4613,The guide has been taken John to the library.,0,The department has been chosen John for the position.,0,0.653061224489796,1,1
4614,The department has been chosen John for the position.,0,John has been taken to the library.,1,0.5227272727272727,0,1
4615,John has been taken to the library.,1,John has been chosen for the position.,1,0.6849315068493151,1,1
4616,John has been chosen for the position.,1,Pat handed a book to Chris.,1,0.4,1,1
4617,Pat handed a book to Chris.,1,Pat handed to Chris.,0,0.851063829787234,0,0
4618,Pat handed to Chris.,0,Pat handed a book.,0,0.6842105263157895,1,1
4619,Pat handed a book.,0,A book was handed to Chris by Pat.,1,0.46153846153846156,0,1
4620,A book was handed to Chris by Pat.,1,A book was handed by Pat.,0,0.847457627118644,0,0
4621,A book was handed by Pat.,0,A book was handed to Chris.,1,0.7692307692307692,0,1
4622,A book was handed to Chris.,1,A book was handed.,0,0.8,0,0
4623,A book was handed.,0,They believe it to be easy to annoy Ben.,1,0.3793103448275862,0,1
4624,They believe it to be easy to annoy Ben.,1,They believe Stephen to be easy to annoy Ben.,0,0.9176470588235294,0,1
4625,They believe Stephen to be easy to annoy Ben.,0,They believe there to be a dragon in the wood.,1,0.6813186813186813,0,1
4626,They believe there to be a dragon in the wood.,1,It is believed to be easy to annoy Ben.,1,0.5411764705882354,1,1
4627,It is believed to be easy to annoy Ben.,1,Stephen is believed to be easy to annoy Ben.,0,0.9156626506024097,0,1
4628,Stephen is believed to be easy to annoy Ben.,0,There is believed to be a dragon in the wood.,1,0.651685393258427,0,1
4629,There is believed to be a dragon in the wood.,1,No one believes that he is a fool.,1,0.5063291139240507,1,1
4630,No one believes that he is a fool.,1,No one suspects that he is a fool.,1,0.8235294117647058,1,1
4631,No one suspects that he is a fool.,1,That he is a fool is suspected by no one.,1,0.45333333333333337,1,1
4632,That he is a fool is suspected by no one.,1,They believe the cat to be out of the bag.,1,0.4337349397590361,1,1
4633,They believe the cat to be out of the bag.,1,The cat is believed to be out of the bag.,1,0.7951807228915663,1,1
4634,The cat is believed to be out of the bag.,1,John drove the car.,1,0.4,1,1
4635,John drove the car.,1,John was driving the car.,1,0.7727272727272727,1,1
4636,John was driving the car.,1,The car was being driven.,1,0.48,1,1
4637,The car was being driven.,1,John will drive the car.,1,0.44897959183673475,1,1
4638,John will drive the car.,1,The car will be driven.,1,0.5531914893617021,1,1
4639,The car will be driven.,1,John has driven the car.,1,0.46808510638297873,1,1
4640,John has driven the car.,1,The car has been driven.,1,0.5416666666666667,1,1
4641,The car has been driven.,1,John has been driving the car.,1,0.6296296296296297,1,1
4642,John has been driving the car.,1,The car has been being driven.,1,0.5666666666666667,1,1
4643,The car has been being driven.,1,The car will have been being driven.,1,0.8787878787878788,1,1
4644,The car will have been being driven.,1,Pat handed Chris a note.,1,0.3666666666666667,1,1
4645,Pat handed Chris a note.,1,Chris was handed a note.,1,0.6666666666666667,1,1
4646,Chris was handed a note.,1,Chris was handed a note by Pat.,1,0.8727272727272728,1,0
4647,Chris was handed a note by Pat.,1,Ideas are put into children's heads by TV.,1,0.410958904109589,1,1
4648,Ideas are put into children's heads by TV.,1,"Yesterday, the child really kicked a monkey in the street.",1,0.4,1,1
4649,"Yesterday, the child really kicked a monkey in the street.",1,The model resembles Kim in nearly every detail.,1,0.4,1,1
4650,The model resembles Kim in nearly every detail.,1,Kim is resembled by the model in nearly every detail.,0,0.72,0,1
4651,Kim is resembled by the model in nearly every detail.,0,You are not fitted by the coat.,0,0.40476190476190477,1,1
4652,You are not fitted by the coat.,0,I was born in 1970.,1,0.31999999999999995,0,1
4653,I was born in 1970.,1,It is rumored that he is on his way out.,1,0.3728813559322034,1,1
4654,It is rumored that he is on his way out.,1,John is said to be rich.,1,0.40625,1,1
4655,John is said to be rich.,1,He is reputed to be a good scholar.,1,0.5084745762711864,1,1
4656,He is reputed to be a good scholar.,1,My mother bore me in 1970.,0,0.3278688524590164,0,1
4657,My mother bore me in 1970.,0,Everyone rumored that he was on his way out.,0,0.37142857142857144,1,1
4658,Everyone rumored that he was on his way out.,0,They said him to be rich.,0,0.34782608695652173,1,1
4659,They said him to be rich.,0,They reputed him to be a good scholar.,0,0.6349206349206349,1,1
4660,They reputed him to be a good scholar.,0,He kicked the ball.,1,0.38596491228070173,0,1
4661,He kicked the ball.,1,The ball was kicked by him.,1,0.4782608695652174,1,1
4662,The ball was kicked by him.,1,John kicked him.,1,0.6046511627906976,1,1
4663,John kicked him.,1,He was kicked by John.,1,0.5263157894736843,1,1
4664,He was kicked by John.,1,John sent her to Seoul.,1,0.3555555555555555,1,1
4665,John sent her to Seoul.,1,She was sent to Seoul.,1,0.7111111111111111,1,1
4666,She was sent to Seoul.,1,They widely believed that John was ill.,1,0.39344262295081966,1,1
4667,They widely believed that John was ill.,1,That John was ill was widely believed.,1,0.49350649350649356,1,1
4668,That John was ill was widely believed.,1,They haven't decided which attorney will give the closing argument.,1,0.4,1,1
4669,They haven't decided which attorney will give the closing argument.,1,Which attorney will give the closing argument hasn't been decided.,1,0.6766917293233083,1,1
4670,Which attorney will give the closing argument hasn't been decided.,1,Which attorney will give the closing argument hasn't been decided by them.,1,0.9428571428571428,1,0
4671,Which attorney will give the closing argument hasn't been decided by them.,1,You can rely on Ben.,1,0.276595744680851,1,1
4672,You can rely on Ben.,1,Ben can be relied on.,1,0.5853658536585367,1,1
4673,Ben can be relied on.,1,They talked about the scandal for days.,1,0.3666666666666667,1,1
4674,They talked about the scandal for days.,1,The scandal was talked about for days.,1,0.6753246753246753,1,1
4675,The scandal was talked about for days.,1,The issue was dealt with promptly.,1,0.5,1,1
4676,The issue was dealt with promptly.,1,That's not what's asked for.,1,0.3870967741935484,1,1
4677,That's not what's asked for.,1,This should be attended to immediately.,1,0.3880597014925373,1,1
4678,This should be attended to immediately.,1,The capital was gathered near by a crowd of people.,0,0.4,0,1
4679,The capital was gathered near by a crowd of people.,0,The hot sun was played under by the children.,0,0.5416666666666667,1,1
4680,The hot sun was played under by the children.,0,That's something I would have paid twice for.,1,0.4222222222222223,0,1
4681,That's something I would have paid twice for.,1,These are the books that we have gone most thoroughly over.,1,0.42307692307692313,1,1
4682,These are the books that we have gone most thoroughly over.,1,They look generally on John as selfish.,1,0.3877551020408163,1,1
4683,They look generally on John as selfish.,1,Everything was paid twice for.,0,0.34782608695652173,0,1
4684,Everything was paid twice for.,0,Your books were gone most thoroughly over.,0,0.3055555555555556,1,1
4685,Your books were gone most thoroughly over.,0,He is looked generally on as selfish.,0,0.40506329113924056,1,1
4686,He is looked generally on as selfish.,0,Pavarotti relied on Loren and Bond on Hepburn.,1,0.3855421686746988,0,1
4687,Pavarotti relied on Loren and Bond on Hepburn.,1,Pavarotti relied on Loren and Bond Hepburn.,0,0.9662921348314607,0,0
4688,Pavarotti relied on Loren and Bond Hepburn.,0,Loren was relied on by Pavarotti and Hepburn by Bond.,1,0.5416666666666667,0,0
4689,Loren was relied on by Pavarotti and Hepburn by Bond.,1,Loren was relied on by Pavarotti and Hepburn on by Bond.,0,0.9724770642201834,0,0
4690,Loren was relied on by Pavarotti and Hepburn on by Bond.,0,The lawyer looked into the document.,1,0.34782608695652173,0,1
4691,The lawyer looked into the document.,1,The document was looked into by the lawyer.,1,0.6075949367088608,1,0
4692,The document was looked into by the lawyer.,1,Peter has been asked to resign.,1,0.43243243243243246,1,1
4693,Peter has been asked to resign.,1,I assume the matter to have been filed in the appropriate records.,1,0.4742268041237113,1,1
4694,I assume the matter to have been filed in the appropriate records.,1,Smith wants the picture to be removed from the office.,1,0.4833333333333333,1,1
4695,Smith wants the picture to be removed from the office.,1,The events have been described well.,1,0.4,1,1
4696,The events have been described well.,1,Over 120 different contaminants have been dumped into the river.,1,0.5,1,1
4697,Over 120 different contaminants have been dumped into the river.,1,The balloon is positioned in an area of blockage and is inflated.,1,0.3875968992248062,1,1
4698,The balloon is positioned in an area of blockage and is inflated.,1,Cancer is now thought to be unlikely to be caused by hot dogs.,1,0.40944881889763785,1,1
4699,Cancer is now thought to be unlikely to be caused by hot dogs.,1,Whether this is feasible hasn't yet been determined.,1,0.368421052631579,1,1
4700,Whether this is feasible hasn't yet been determined.,1,Paying taxes can't be avoided.,1,0.41463414634146345,1,1
4701,Paying taxes can't be avoided.,1,It hasn't yet been determined whether this is feasible.,1,0.3529411764705882,1,1
4702,It hasn't yet been determined whether this is feasible.,1,Frances has had the drapes cleaned.,1,0.37777777777777777,1,1
4703,Frances has had the drapes cleaned.,1,Shirley seems to have Fred promoted.,1,0.4225352112676056,1,1
4704,Shirley seems to have Fred promoted.,1,Nina got Bill elected to the committee.,1,0.45333333333333337,1,1
4705,Nina got Bill elected to the committee.,1,We got our car radio stolen twice on holiday.,1,0.4285714285714286,1,1
4706,We got our car radio stolen twice on holiday.,1,Frances has had her clean the drapes.,1,0.41463414634146345,1,1
4707,Frances has had her clean the drapes.,1,Nina got them to elect Bill.,1,0.36923076923076925,1,1
4708,Nina got them to elect Bill.,1,The news was dealt with carefully.,1,0.3870967741935484,1,1
4709,The news was dealt with carefully.,1,The tree was looked after by Kim.,1,0.4776119402985075,1,1
4710,The tree was looked after by Kim.,1,We cannot put up with the noise anymore.,1,0.3561643835616438,1,1
4711,We cannot put up with the noise anymore.,1,He will keep up with their expectations.,1,0.525,1,1
4712,He will keep up with their expectations.,1,This noise cannot be put up with.,1,0.3835616438356164,1,1
4713,This noise cannot be put up with.,1,Their expectations will be kept up with.,1,0.6301369863013699,1,1
4714,Their expectations will be kept up with.,1,They paid a lot of attention to the matter.,1,0.4337349397590361,1,1
4715,They paid a lot of attention to the matter.,1,The son took care of his parents.,1,0.4736842105263158,1,1
4716,The son took care of his parents.,1,The matter was paid a lot of attention to.,1,0.45333333333333337,1,1
4717,The matter was paid a lot of attention to.,1,A lot of attention was paid to the matter.,1,0.5476190476190477,1,1
4718,A lot of attention was paid to the matter.,1,New York was slept in.,0,0.34375,0,1
4719,New York was slept in.,0,The lake was camped beside by my sister.,0,0.4193548387096774,1,1
4720,The lake was camped beside by my sister.,0,The lake is not to be camped beside by anybody.,1,0.6896551724137931,0,1
4721,The lake is not to be camped beside by anybody.,1,Six inches were grown by the boy.,0,0.4,0,1
4722,Six inches were grown by the boy.,0,A mile to work was run by him.,0,0.47619047619047616,1,1
